ID,YearQrtr,Asset Growth Rate ,Gross Loans/ Assets ,Deposit Growth Rate ,Loans/ Deposits ,Interest Income/ Avg Assets ,Interest Expense/ Average Assets ,Net Interest Income/ Avg Assets ,Noninterest Income/ Average Assets ,Net Interest Margin ,Yield/ Cost Spread ,Operating Expense/ Operating Revenue ,Risk Based Capital Ratio ,Equity/ Assets ,Reserves/ NPAs ,Yield on Loans and Leases ,Cost of Funds , Change in Assets , Change in Deposits ,Net Chargeoffs/ Avg Loans ,Yield on Earning Assets ,Cost of Interest-bearing Liabilities ,Yield/ Cost Spread ,Yield on Securities & Other Assets ,Yield on Debt and Equity Securities ,Yield on Other Assets ,Cost of Int-bearing Deposits ,Cost of Borrowings ,Cost of Time Deposits > $250K ,Cost of Other Time Deposits ,Earning Assets/ IBL ,Liquidity Ratio ,Liquid Assets/ Assets ,One Year Gap/ Assets ,Asset-weighted Securities & Other Yield ,Asset-weighted Loan Yield ,Asset-weighted Securities Yield ,Liab-weigh Cost of Int-bear Dep ,Liability-wtd Borrowing Cost ,Asset-weighted Other Asset Yield ,ROAA ,U.S.Avg Rate _1Yr10K_CD,U.S.Avg Rate _5Yr10K_CD
BNk461,2007Q1,11.24,57,2.48,75.17,5.87,2.11,3.81,0.76,4.25,3.67,57.76,29.28,16.29,106.51,7.32,2.59,2.81,0.62,-0.01,6.54,2.87,3.67,5.14,,-0.78,2.6,6.4,,,122.38,43.19,36.16,,1.85,4.68,,2.42,0.45,1.86,1.23,,
BNk462,2007Q1,-3.05,82.21,7.84,106.67,6.29,3.1,3.28,0.85,3.67,3.18,66.93,12.19,11.8,127.44,7.22,3.54,-0.76,1.96,0.05,7.04,3.87,3.18,5.08,,20,3.67,5.04,,,112.76,11.23,9.9,,0.41,6.64,,3.16,0.71,0.4,0.91,3,4.2
BNk463,2007Q1,-0.84,82.14,-4.78,98.75,6.22,3.42,2.87,0.26,2.98,2.17,93.42,17.11,13.41,,6.71,3.99,-0.21,-1.2,0,6.46,4.29,2.17,5.03,,-0.25,4.31,3.72,,,119.8,16.94,14.66,,0.75,5.7,,4.18,0.11,0.76,0.08,,
BNk464,2007Q1,1.56,88.48,17.5,120.03,6.36,3.95,2.47,2.86,2.71,2.47,121.75,11.92,8.06,25.52,7.01,4.32,0.39,4.37,0,6.97,4.49,2.47,5.2,,-0.04,4.42,4.77,,,103.84,5.43,4.99,,0.1,6.87,,3.44,1.05,0.1,1.08,,
BNk465,2007Q1,5.55,76.89,-5.43,122.44,6.24,3.25,3.09,0.38,3.29,2.98,72.87,14.12,8.06,29.74,7.09,3.55,1.39,-1.36,0.12,6.65,3.67,2.98,4.59,,-0.44,2.87,5.43,,,106.32,20.15,18.52,,0.83,5.81,,1.98,1.68,0.84,0.55,,
BNk466,2007Q1,-0.02,84.47,5.67,99.41,6.35,3.27,3.11,0.75,3.31,2.94,82.2,14.51,8.83,125.26,7.05,3.59,-0.01,1.42,0.1,6.77,3.83,2.94,4.23,,-0.28,3.73,5.08,,,109.34,10.68,9.74,,0.42,6.35,,3.43,0.41,0.42,0.38,,
BNk467,2007Q1,25.21,73.99,27.58,81.07,6.53,3.35,3.19,0.66,3.38,3.05,88.33,13.66,8.32,47.76,7.67,3.68,6.3,6.9,0.02,6.92,3.86,3.05,3.82,,-0.76,3.86,,,,109.08,24.39,22.36,,0.76,6.14,,3.86,,0.78,0.29,,
BNk468,2007Q1,1.48,62.86,2.65,83.61,5.59,3.1,2.49,0.21,2.58,1.66,76.77,54.75,23.26,,6.62,4.13,0.37,0.66,0,5.79,4.13,1.66,4.24,,-0.83,4.13,,,,128.21,46.25,35.49,,1.48,4.3,,4.13,,1.49,0.45,,
BNk469,2007Q1,-0.33,78.43,2.23,116.45,5.76,2.62,3.29,0.11,3.47,2.46,80.12,38.04,24.88,27.09,6.51,3.63,-0.08,0.56,0,6.09,3.63,2.46,4.06,,11.5,3.52,5,,,130.66,22.27,16.73,,0.69,5.4,,3.28,0.35,0.69,0.49,5.15,4.75
BNk470,2007Q1,6.45,37.16,-0.71,55.33,4.61,2.81,1.9,0.04,1.95,1.1,66.67,70.52,21.83,63.63,6.43,3.63,1.61,-0.18,0,4.72,3.63,1.1,3.72,,-1.7,3.49,4.57,,,125.65,78.31,61.22,,2.34,2.38,,3.04,0.59,2.34,0.47,,
BNk471,2007Q1,3.28,89.78,-7.31,114.83,6.45,1.99,4.49,0.34,4.72,4.26,76.76,26.25,16.2,46.01,6.93,2.41,0.82,-1.83,0,6.77,2.52,4.26,4.12,,-0.16,2.47,3.69,,,120.67,9.33,7.82,,0.25,6.51,,2.37,0.15,0.26,0.71,4.71,
BNk472,2007Q1,5.86,71.15,5.99,88.31,5.55,2.68,2.98,0.15,3.21,2.64,76.19,36.63,17.07,114.68,6.49,3.33,1.46,1.5,0,5.97,3.33,2.64,4.15,,-0.52,3.33,,,,115.77,27.98,23.2,,0.91,5.06,,3.33,,0.91,0.5,,
BNk473,2007Q1,5.53,61.92,5.78,73.31,6.21,3.17,3.09,0.52,3.24,2.85,66.78,19.85,9.29,65.74,7.4,3.51,1.38,1.44,-0.02,6.5,3.66,2.85,4.86,,-0.9,3.59,4.6,,,109.91,38.31,34.75,,1.7,4.81,,3.34,0.32,1.69,0.81,,
BNk474,2007Q1,0.28,76.29,-0.56,101.66,5.4,1.35,4.14,0.44,4.55,4.07,72.89,49.58,24.51,223.27,6.18,1.8,0.07,-0.14,0,5.94,1.87,4.07,4.63,,-0.24,1.87,,,,125.78,22.88,17.27,,0.69,5.25,,1.87,,0.69,0.87,,
BNk475,2007Q1,5.95,77.08,6.59,94.65,5.34,2.64,2.72,0.24,2.86,2.36,77.04,31.56,16.83,62.34,5.89,3.25,1.49,1.65,0.01,5.61,3.25,2.36,4.37,,42,3.25,,,,116.78,22.79,18.96,,0.83,4.77,,3.25,,0.84,0.44,,
BNk476,2007Q1,-6.02,90.57,0.55,100.7,5.7,3.29,2.45,0.6,2.56,2.15,79.69,13.85,8.65,37.39,6.13,3.61,-1.5,0.14,0,5.95,3.81,2.15,2.93,,-0.17,3.64,11.31,,,112.01,6.97,6.37,,0.15,5.82,,3.57,0.23,0.13,0.41,,
BNk477,2007Q1,0.22,73.82,-6.49,85.02,5.43,3.52,1.96,0.29,2.04,1.64,74.05,20.13,11.01,28.87,6.1,3.97,0.05,-1.62,0,5.65,4.02,1.64,4.19,,4.52,4.02,3.58,,,109.1,25.54,22.72,,0.96,4.7,,3.98,0.04,0.95,0.38,,
BNk478,2007Q1,1.31,74.74,1.54,87.86,5.44,2.76,2.75,0.36,2.97,2.52,93.49,26.39,14.49,20.6,6.37,3.24,0.33,0.39,0.02,5.87,3.35,2.52,3.82,,-0.5,3.35,,,,112.45,22.17,18.96,,0.76,5.1,,3.35,,0.77,0.08,,
BNk479,2007Q1,6.75,83.75,6.05,99.46,6.09,2.33,3.77,0.34,3.98,3.6,66.46,24.99,15.01,254.76,6.83,2.76,1.69,1.51,0,6.44,2.84,3.6,3.51,,14.33,2.79,27.2,,,115.13,15.46,13.14,,0.42,6.01,,2.79,0,0.43,0.84,,
BNk480,2007Q1,-5.36,87.55,-4.99,110.4,6.51,3.32,3.25,0.3,3.45,2.93,72.79,23.41,14.6,79.27,6.98,3.9,-1.34,-1.25,0,6.91,3.98,2.93,6.03,,-0.07,3.99,3.94,,,113.57,10.17,8.69,,0.42,6.49,,3.71,0.28,0.42,0.66,,
BNk481,2007Q1,16.35,68.56,14.35,91.34,5.76,3.33,2.47,0.3,2.69,2.5,71.05,15.47,7.2,53.46,6.63,3.61,4.09,3.59,-0.03,6.26,3.76,2.5,5.11,,30.5,3.51,4.85,,,104.31,28.02,26.01,,1.23,5.04,,2.84,0.92,1.22,0.85,4.75,4.25
BNk482,2007Q1,-3.69,75.21,-11.84,119.56,5.54,3.25,2.3,0.36,2.48,2.21,80.8,15.41,9.29,907.64,6.2,3.61,-0.92,-2.96,0.07,5.98,3.77,2.21,5.05,,13.71,3.23,5,,,107.49,20.81,18.88,,0.96,5.02,,2.23,1.55,0.96,0.35,4.25,4.59
BNk483,2007Q1,-1.95,76.38,-5.53,91.14,6.03,3.68,2.4,0.22,2.47,1.83,95.74,32.67,15.45,,6.5,4.38,-0.49,-1.38,0,6.2,4.38,1.83,5.03,,-0.3,4.38,,,,115.85,25.31,21.4,,1.06,5.14,,4.38,,1.06,0.11,,
BNk484,2007Q1,-2.02,92.11,-3.51,110.12,7.15,3.31,3.88,0.02,3.96,3.36,68,18.31,15.26,,7.41,3.92,-0.51,-0.88,0,7.28,3.92,3.36,4.9,,-0.12,3.91,4.8,,,116.38,7.39,6.27,,0.25,7.04,,3.88,0.05,0.24,0.73,,
BNk485,2007Q1,1.96,85.03,1.97,126.73,5.99,3.18,2.87,0.44,3.08,2.6,88.21,24.57,15.26,112.75,6.7,3.78,0.49,0.49,0,6.42,3.82,2.6,3.44,,-0.28,3.55,4.9,,,112.28,10.58,8.96,,0.28,6.16,,2.8,1.03,0.26,0.26,2.37,3.8
BNk486,2007Q1,-3.09,53.92,-5.46,65.79,5.03,2.42,2.69,0.24,2.88,2.35,68.99,36.19,17.33,168.42,5.77,2.95,-0.77,-1.36,0,5.38,3.03,2.35,4.86,,-0.39,3.03,,,,117.15,48.65,40.22,,2.04,3.35,,3.03,,2.03,0.71,,
BNk487,2007Q1,-4.26,87.86,6.06,103.64,5.56,3.37,2.23,0.35,2.41,2.24,83.08,13.74,7.54,42.88,6.11,3.71,-1.06,1.52,0,6.02,3.78,2.24,4.04,,-0.09,3.74,4.16,,,104.33,6.81,6.3,,0.16,5.87,,3.44,0.33,0.15,0.36,,
BNk488,2007Q1,6.41,88.17,17.43,129.96,6,3.51,2.6,0.89,2.91,2.48,79.4,13.95,8.57,111.41,6.7,3.9,1.6,4.36,0.59,6.71,4.23,2.48,6.93,,0,4.13,4.49,,,106.8,5.27,4.82,,0.07,6.63,,2.97,1.26,0.08,0.61,4.84,5.09
BNk489,2007Q1,18.81,65.08,20.78,75.63,5.47,2.76,2.75,0.49,2.92,2.3,65.98,29.63,13.28,660.53,6.11,3.21,4.7,5.2,0.05,5.81,3.51,2.3,5.08,,-0.3,3.51,,,,120.37,36.35,31.52,,1.47,4.34,,3.51,,1.47,0.45,4.32,5.04
BNk490,2007Q1,14.09,76.3,15.48,95.71,5.93,2.07,3.89,2.64,4.28,3.87,73.24,16.78,9.73,107.38,6.8,2.34,3.52,3.87,0,6.53,2.66,3.87,4.74,,-0.27,2.4,4.68,,,117.2,20.16,18.2,,0.62,5.92,,2.11,0.56,0.61,1.13,3.75,
BNk491,2007Q1,-3.07,81.92,-8.38,201.99,4.88,3.01,2.01,0.14,2.41,1.96,67.64,23.93,21.9,50.38,5.88,3.89,-0.77,-2.09,0,5.87,3.9,1.96,4.52,,-0.02,3.13,4.75,,,108.1,2.06,1.61,,0.05,5.82,,1.63,2.28,0.05,0.41,3.29,5.09
BNk492,2007Q1,17.74,75.98,21.11,92.6,6.01,3.22,2.81,0.15,2.92,2.2,77.43,32.05,17.5,48.01,6.66,3.94,4.43,5.28,0,6.24,4.04,2.2,4.59,,-0.42,4.04,,,,121.58,26.23,21.64,,0.92,5.33,,4.04,,0.91,0.44,,
BNk493,2007Q1,4.93,85.38,2.8,100.83,5.99,2.48,3.51,1.11,3.81,3.26,74.94,14.21,9.09,164.28,6.63,2.76,1.23,0.7,0.01,6.5,3.24,3.26,4.59,,-0.13,3.17,4.28,,,119.98,10.52,9.57,,0.28,6.23,,2.95,0.3,0.27,0.95,,
BNk494,2007Q1,-3.65,51.79,-5.17,61.74,5.17,3.52,1.69,0.06,1.83,1.63,85.33,23.66,9.81,11.14,6.48,3.91,-0.91,-1.29,0,5.59,3.96,1.63,4.55,,-0.89,3.93,4.4,,,104.81,47.93,43.23,,2.09,3.5,,3.66,0.31,2.09,0.15,,
BNk495,2007Q1,5.06,19.88,4.5,30.18,5.28,2.04,3.25,0.03,3.39,2.38,63.86,83.72,29.43,,7.57,3.09,1.27,1.13,0,5.51,3.12,2.38,4.95,,,3.12,5.88,,,146.85,110.49,77.98,,3.91,1.59,,3.12,0,3.92,0.84,4,
BNk496,2007Q1,105.95,65.61,129.58,82.82,6.45,2.74,3.71,0.97,4.12,3.24,74.16,12.36,10.35,224.16,7.84,3.12,26.49,32.39,0.06,7.16,3.93,3.24,5.17,4.91,5.71,3.8,4.59,5.18,5.13,126.77,17.85,16,8.17,1.29,5.88,0.88,3.2,0.73,0.4,1.02,4,5
BNk497,2007Q1,2.79,89.35,-10.61,112.89,7.52,3.77,3.75,1.72,4.01,3.71,63.85,14.06,7.02,34.6,8.15,4.09,0.7,-2.65,0.05,8.04,4.34,3.71,5.44,5.33,6,4.23,5.02,4.78,4.71,106.21,2.72,2.53,-11.96,0.22,7.82,0.16,3.64,0.7,0.06,1.9,3.56,5.12
BNk498,2007Q1,3.2,75.17,4.82,88.35,6.26,2.57,3.69,1.79,4.07,3.63,68.69,12.64,8.54,205.51,7.26,2.82,0.8,1.21,0.22,6.91,3.28,3.63,5.21,4.65,6.4,3.16,4.86,3.32,4.99,115.41,10.93,9.99,12.88,0.89,6.03,0.56,2.94,0.34,0.32,1.02,3.8,4.75
BNk499,2007Q1,2.85,49.01,7.02,57.99,5.79,2.04,3.74,1.53,4.12,3.29,55.42,15.66,10.74,245.06,7.92,2.27,0.71,1.75,0,6.38,3.08,3.29,4.55,4.48,8.5,2.96,4.62,4.68,4.27,138.98,29.6,26.42,8.46,2.09,4.28,1.93,2.75,0.32,0.17,1.62,,
BNk500,2007Q1,6.13,63.16,3.36,91.89,6.1,2.8,3.31,1.59,3.72,3.16,60.11,18.28,12.56,118.28,7.45,3.26,1.53,0.84,0.59,6.87,3.71,3.16,5.41,5.13,9.5,3.21,5.5,4.63,4.25,119.56,21.05,18.41,-1.23,1.57,5.29,1.39,2.5,1.21,0.19,1.18,,
BNk501,2007Q1,23.2,37.63,26.16,42.63,5.41,3.34,2.07,0.18,2.15,1.71,90.4,32.49,11.42,30.5,6.14,3.8,5.8,6.54,0.18,5.63,3.92,1.71,5.29,,-0.51,3.92,,,,112.07,67.12,59.45,,3.17,2.46,,3.92,,3.17,0.17,,
BNk502,2007Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNk503,2007Q1,8.16,67.46,-22.01,106.4,5.51,2.81,2.7,1.06,3.16,3.07,55.37,5.35,10.95,170.48,6.88,2.79,2.04,-5.5,0.27,6.46,3.39,3.07,4.67,4.7,4.5,2.81,5.02,4.59,4.34,119.9,10.15,9.04,-9.55,0.89,5.57,0.8,2.08,1.31,0.09,0.92,,
BNk504,2007Q1,9.61,64.88,45.09,111.99,6.04,3.58,2.46,2.8,2.81,2,78.32,12.95,6.48,144.71,7.32,4.11,2.4,11.27,0.42,6.91,4.91,2,5.62,5.68,5.62,4.23,5.84,5.64,4.56,118.31,14.36,13.33,-13.58,1.35,5.56,0.62,2.46,2.45,0.73,0.73,3.81,4.12
BNk505,2007Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNk506,2007Q1,-1.15,67.81,16.69,87,6.45,2.5,3.95,1.62,4.32,3.66,60.14,12.21,8.51,288.53,7.87,2.73,-0.29,4.17,0.09,7.05,3.4,3.66,4.7,4.62,6,3.16,4.32,4.8,4.32,125.4,9.41,8.61,2.71,1.22,5.82,1.11,2.53,0.86,0.12,1.35,3.99,4.88
BNk507,2007Q1,-1.61,48.2,8.98,64.3,5.65,3.12,2.53,0.63,2.67,2.36,59.96,18.83,10.39,202.67,6.82,3.3,-0.4,2.25,0.01,5.97,3.61,2.36,5.08,4.95,,3.37,4.74,4.82,4.37,116.43,37.44,33.55,-29.52,2.49,3.48,2.43,2.8,0.81,0.06,1.09,,
BNk508,2007Q1,-0.01,76.91,-9.18,101.73,6.07,3.1,2.98,1.07,3.4,2.93,63.36,11.23,9.25,103.68,7.36,3.56,0,-2.3,0.19,6.93,4,2.93,4.51,4.18,,3.72,5.41,5.01,4.3,112.52,10.92,9.91,2.79,0.68,6.26,0.63,3.08,0.92,0.04,0.85,2.09,4.02
BNk509,2007Q1,-2.11,72.71,3.98,91.12,6.02,2.82,3.19,1.51,3.45,3.41,64.48,11.22,7.84,114.4,6.88,2.72,-0.53,0.99,0.02,6.5,3.09,3.41,5.02,4.88,8,2.74,5.4,4.49,4.36,116.99,8.21,7.56,-15,1.05,5.44,0.98,2.39,0.7,0.08,1.07,,
BNk510,2007Q1,-9.9,60.58,-17.02,84.44,5.85,2.94,2.9,1.21,3.24,3.1,54.88,12.37,9.15,343.4,7.35,3.19,-2.48,-4.25,0.23,6.52,3.42,3.1,4.83,4.75,,2.95,5.26,4.94,4.72,108.11,12.95,11.77,6.47,1.59,4.92,1.52,2.36,1.05,0.08,1.4,4.91,4.72
BNk511,2007Q1,-16.61,77.57,-18.94,91.34,5.29,3.01,2.28,0.15,2.72,2.51,98.22,24.31,14.1,93.77,6.74,3.63,-4.15,-4.73,0.13,6.29,3.78,2.51,4.66,4.21,7.18,3.64,,4.78,4.33,115.2,21.34,18.33,-30.71,1.01,5.29,0.77,3.64,,0.23,0.12,3.56,4.6
BNk512,2007Q1,4.8,75.91,13.02,109.79,7.03,3.59,3.44,0.51,3.69,3.22,58.82,14.88,11.36,76,7.95,4.03,1.2,3.25,0.6,7.54,4.32,3.22,5.46,4.75,15,4.04,5.09,2.45,5.8,113.95,13.27,11.76,-17.21,0.87,6.68,0.71,2.95,1.37,0.15,0.73,3.75,4.25
BNk513,2007Q1,-13.58,61.91,-32.42,79.28,6.79,3.44,3.35,1.62,3.57,3.19,93.62,11.26,6.17,52.66,8.7,3.66,-3.4,-8.11,0.01,7.23,4.03,3.19,4.47,4.58,3.33,3.7,5.91,5.55,4.05,107.47,9.75,9.15,-0.01,1.56,5.66,1.47,3.14,0.89,0.1,0.13,4.5,4.6
BNk514,2007Q1,-7.12,69.9,-10.33,187.97,9.84,4.03,5.81,0.53,6.29,5.45,74.1,36.29,23.9,10.82,11.74,5.07,-1.78,-2.58,0.54,10.66,5.21,5.45,6.09,6.12,6,4.52,5.92,5.19,4.89,124.98,19.75,15.03,-30.03,1.16,9.51,0.61,2.31,2.9,0.54,2.25,5.2,5
BNk515,2007Q1,61.89,35.04,-52.27,257.51,5.51,3.81,1.71,2.83,1.93,1.11,82.22,23.82,10.41,,7.71,4.26,15.47,-13.07,0,6.23,5.12,1.11,5.29,4.65,5.32,,5.12,,,117.86,66.02,59.15,4.47,3.23,3.01,0.19,,5.12,3.03,0.51,,
BNk516,2007Q1,-3.23,81.77,-0.24,98.59,6.68,3.36,3.32,0.99,3.54,3.38,62.99,11.85,6.42,699.82,7.42,3.47,-0.81,-0.06,0.02,7.12,3.74,3.38,4.92,4.56,4,3.46,5.72,4.73,4.31,108.63,4.41,4.12,-34.8,0.59,6.53,0.55,3.04,0.69,0.04,1.08,3.3,4.12
BNk517,2007Q1,1.93,70.17,11.38,85.49,7.09,3.06,4.02,3.97,4.49,4.22,79.58,11.7,8.38,146.89,8.48,3.15,0.48,2.85,0.64,7.91,3.69,4.22,5.77,5,6.78,3.52,5.54,4.72,4.77,116.83,16.99,15.57,8.63,1.21,6.7,0.6,3.2,0.5,0.61,0.57,4.95,4.58
BNk518,2007Q1,2.05,53.03,4.47,60.92,7.17,1.97,5.2,0.5,5.63,4.9,52.44,18.32,11.97,,10.05,2.26,0.51,1.12,-0.03,7.76,2.86,4.9,4.41,4.22,5.2,2.85,5.43,4.32,4.41,134.32,42.88,37.75,35.6,1.81,5.93,1.31,2.85,0,0.52,1.73,,
BNk519,2007Q1,5.11,68.93,7.33,77.82,7.1,1.73,5.37,0.87,5.73,4.83,71.32,12.41,9.07,180.31,8.38,1.91,1.28,1.83,0.19,7.58,2.75,4.83,4.9,4.68,5.18,2.74,2.96,4.02,3.11,143.92,25.98,23.63,24.59,1.13,6.45,0.56,2.69,0.06,0.57,1.22,,
BNk520,2007Q1,8.1,47.02,16.29,53.32,5.17,1.58,3.59,0.6,3.8,2.71,67.59,22.63,10.05,,6.5,1.74,2.03,4.07,0,5.47,2.76,2.71,4.48,4.44,7.5,2.62,4.81,4.8,4.14,168.63,43.22,38.87,-0.22,2.28,3.19,2.13,2.47,0.29,0.15,1.08,4.5,5.1
BNk521,2007Q1,-1.62,73.96,-1.27,88.53,6.21,3.03,3.18,0.84,3.31,2.88,56.28,17.45,11.51,249.13,7.28,3.42,-0.41,-0.32,0.13,6.46,3.59,2.88,3.96,3.91,,3.51,4.61,4.64,4.6,113.98,12.64,11.18,-7.36,0.99,5.46,0.94,3.26,0.32,0.06,0.97,,
BNk522,2007Q1,9.87,88.58,11.81,116.81,6.46,1.77,4.7,0.87,4.91,4.01,60.53,30.54,23.27,290.71,7.1,2.34,2.47,2.95,0,6.75,2.74,4.01,2.52,,-0.35,2.74,,,,148.09,11.3,8.67,,0.2,6.53,,2.74,,0.22,1.38,,
BNk523,2007Q1,26.2,79.18,39.82,93.86,7.53,3.49,4.04,1.07,4.4,3.84,81.18,12.08,7.22,231.47,8.58,3.84,6.55,9.96,0,8.19,4.35,3.84,4.86,4.57,3,4.39,3.87,4.58,5.02,112.18,11.57,10.73,-5.63,0.49,7.72,0.41,4.04,0.31,0.06,0.63,,
BNk524,2007Q1,6.79,63.11,-2.56,81.45,6.36,3.09,3.26,0,3.32,2.55,98.95,34.68,16.73,44.44,7.29,3.92,1.7,-0.64,0,6.46,3.92,2.55,4.98,4.68,6.15,3.89,5.33,3.17,4.94,117.14,37.49,31.22,12.72,1.78,4.68,1.33,3.83,0.09,0.45,-0.93,,
BNk525,2007Q1,3.68,53.25,5.19,66.5,5.63,3.5,2.13,0.01,2.16,1.33,92.19,48.8,19.38,49.54,7.19,4.37,0.92,1.3,0,5.7,4.37,1.33,3.96,,-1.49,4.38,0,,,123.23,56.77,45.77,,1.82,3.88,,4.38,0,1.82,0.8,,
BNk526,2007Q1,1.18,77.4,-0.46,92.53,9.57,2.43,7.15,4.42,7.63,6.99,47.51,15.18,11.39,178.09,11.19,2.79,0.3,-0.11,4.29,10.21,3.22,6.99,4.93,,13.5,3.17,4.27,,,124.24,22.18,19.66,,0.79,9.4,,3.04,0.17,0.81,2,,
BNk527,2007Q1,-2.73,62.85,-5.19,109.35,5.47,3.26,2.21,0.02,2.26,1.49,80.9,48.34,20.17,175.93,6.32,4.1,-0.68,-1.3,-0.02,5.6,4.1,1.49,4.28,4.19,5.06,4.01,4.36,4.42,4.38,122.57,43.61,34.81,-53.68,1.52,4.08,1.33,2.92,1.19,0.18,0.35,,
BNk528,2007Q1,11.03,45.5,11.95,51.34,5.1,2.73,2.37,0.24,2.47,2.14,71.53,28.39,10.04,320,5.68,3.04,2.76,2.99,0,5.31,3.17,2.14,4.98,5.03,4.62,3.15,4.64,4.55,4.54,111.66,55.74,50.14,-12.96,2.65,2.66,2.33,3.11,0.06,0.31,0.39,,4.75
BNk529,2007Q1,13.9,58.47,17.48,69.55,5.95,2.78,3.17,1.69,3.58,3.33,70.03,15.47,10.94,141.01,7.65,3.2,3.47,4.37,0.25,6.72,3.39,3.33,4.87,4.84,4.67,3.34,4.31,3.8,5.35,107.13,30.98,27.59,-37.86,1.61,5.13,1.45,3.18,0.22,0.14,1,3.78,4.76
BNk530,2007Q1,12.6,57.52,14.42,66.88,6.72,2.95,3.77,0.82,4.18,3.64,59.02,18.91,12.45,276.41,9.04,2.6,3.15,3.61,0.07,7.45,3.82,3.64,4.46,4.13,5.56,3.81,4.64,3.84,5.24,178.6,29.52,25.84,30.83,1.56,5.88,1.07,3.77,0.05,0.5,1.75,,
BNk531,2007Q1,-5.44,79.22,-6.37,90.1,5.81,3.19,2.64,0.11,2.77,2.48,68.01,17.51,10.56,409.76,6.37,3.56,-1.36,-1.59,-0.04,6.09,3.61,2.48,4.79,,,3.58,5.5,,,108.63,18.75,16.77,,0.81,5.29,,3.51,0.11,0.8,0.55,,
BNk532,2007Q1,9.28,63.7,11.52,75.5,6.63,2.55,4.08,0.37,4.55,3.98,74.15,13.83,9.47,203.38,8.43,2.85,2.32,2.88,-0.02,7.39,3.41,3.98,4.59,4.51,3.67,3.26,5.53,4.81,4.16,121.1,16.17,14.56,1.92,1.24,6.15,1.13,3.03,0.39,0.11,0.8,4.6,4.5
BNk533,2007Q1,14.56,77.21,16.09,91.26,6.28,3.04,3.24,1.59,3.57,3.34,60.47,13.81,9.03,,7.33,3.16,3.64,4.02,0,6.93,3.59,3.34,4.67,4.61,7.5,3.49,5.04,4.8,4.61,114.72,6.71,6.1,4.6,0.7,6.23,0.55,3.24,0.35,0.15,1.19,4.84,4.58
BNk534,2007Q1,2.48,59.81,2.25,75.44,5.77,2.82,2.95,0.69,3.2,3.12,75.01,18.3,10.12,37.92,6.63,2.81,0.62,0.56,0.9,6.27,3.15,3.12,5.53,5.48,8,2.89,5.14,3.98,4.91,118.5,28.31,25.45,-6.73,1.82,4.44,1.75,2.54,0.62,0.08,0.37,,
BNk535,2007Q1,4.02,43.37,2.9,50.68,5.61,1.38,4.23,0.8,4.73,3.91,63.88,23.1,13.11,445.4,8.35,1.58,1,0.72,0.03,6.27,2.36,3.91,4.28,4.12,5.13,2.35,5.16,4.39,3.79,156.36,49.19,42.74,28.6,2.18,4.09,1.77,2.35,0,0.41,1.19,,
BNk536,2007Q1,-32.88,68.28,-18.74,83.61,6.88,2.79,4.09,1.08,4.36,3.76,80.96,14.1,8.87,71.58,8.21,2.97,-8.22,-4.68,-0.2,7.34,3.57,3.76,5.18,5.18,5.5,3.02,13.72,4.35,4.43,126.08,16.48,14.99,15.52,1.5,5.83,1.4,2.87,0.69,0.11,0.86,,
BNk537,2007Q1,5.66,70.01,12.02,95.75,6.27,3.32,2.95,1.13,3.26,3.09,66.32,12.92,7.21,167.54,7.52,3.51,1.42,3.01,0.15,6.94,3.85,3.09,5.04,5.04,4.86,3.61,4.72,4.88,4.48,109.57,18.81,17.46,-19.09,1.16,5.79,0.81,2.81,1.04,0.34,0.6,4,4.65
BNk538,2007Q1,10.08,69.31,25.5,95.65,9.17,2.81,6.37,0.75,6.95,6.54,52.5,19.56,13.5,74.41,11.63,3.1,2.52,6.37,0.8,10.02,3.48,6.54,4.94,4.87,5.25,3.18,5.03,4.76,4.72,121.85,12.66,10.96,-5.34,1.19,8.84,0.97,2.67,0.8,0.21,1.84,5.25,5.09
BNk539,2007Q1,11.34,72.24,12.45,81.86,7.27,2.41,4.86,1.43,5.38,5.38,61.2,14.06,10.4,96.43,8.84,2.34,2.83,3.11,0.09,8.05,2.67,5.38,4.9,4.65,5.5,2.67,2.87,4.44,4.47,115.42,15.67,14.04,15.05,0.98,7.07,0.65,2.64,0.03,0.33,1.5,4.1,4.1
BNk540,2007Q1,4.14,59.32,7.22,71.36,5.76,2.83,2.93,0.67,3.16,2.77,83.66,17.09,9.94,32.15,7.18,3.14,1.04,1.81,0,6.21,3.45,2.77,4.46,4.34,9,3.32,4.82,4.74,4.53,113.29,19.09,17.19,-16.54,1.61,4.6,1.43,3.05,0.39,0.18,0.44,,
BNk541,2007Q1,-5.16,92.86,1.39,133.56,8.77,2.8,6.03,0.36,6.53,5.74,55.42,22.24,18.06,110.76,9.61,3.44,-1.29,0.35,0,9.5,3.76,5.74,1.29,,-0.11,3.61,4.5,,,125.68,3.82,3.13,,0.01,9.51,,3,0.77,-0.01,2.72,,
BNk542,2007Q1,4.42,61.96,5.73,68.05,6.08,3.03,3.04,1.39,3.37,2.85,78.97,10.97,7.62,726.25,8,3.41,1.1,1.43,0.07,6.73,3.89,2.85,4.18,4.01,6.5,3.81,23.88,4.78,4.71,107.89,10.45,9.66,-4.82,1.38,5.36,1.24,3.81,0,0.13,0.8,4.58,
